price,carat,cut,color,clarity,length_mm,width_mm
871,0.43,Premium,F,SI,4.88,4.83
5557,1.04,Very Good,D,SI,6.41,6.46
2076,0.61,Good,F,VS,5.39,5.41
3917,0.77,Very Good,F,VVS,5.89,5.92
1698,0.55,Premium,F,VS,5.26,5.22
4848,1.03,Very Good,I,SI,6.37,6.42
1197,0.53,Ideal,H,SI,5.2,5.24
2745,0.77,Premium,F,SI,5.97,5.93
10268,1.72,Ideal,G,SI,7.62,7.55
4900,1.03,Ideal,G,SI,6.54,6.5
2737,0.7,Premium,E,VS,5.7,5.64
1629,0.5,Ideal,E,VS,5.14,5.1
9823,1.53,Very Good,I,VS,7.5,7.54
10777,1.5,Ideal,E,SI,7.27,7.3
391,0.32,Ideal,I,SI,4.43,4.45
2131,0.67,Very Good,G,VS,5.56,5.61
1080,0.5,Ideal,F,SI,5.13,5.15
560,0.27,Very Good,F,IF,4.18,4.2
6652,1.2,Very Good,I,VS,6.75,6.79
4639,0.97,Premium,D,SI,6.29,6.25
7155,1.59,Ideal,J,SI,7.51,7.44
18104,2.04,Premium,H,VS,8.18,8.1
1608,0.5,Ideal,H,VVS,5.14,5.21
4284,1.5,Fair,J,I,6.94,6.87
540,0.3,Premium,H,SI,4.33,4.29
3918,1.1,Good,F,SI,6.48,6.45
3326,0.9,Fair,F,SI,6,5.95
8184,1.11,Very Good,G,SI,6.6,6.65
470,0.22,Premium,F,SI,3.9,3.85
14838,2.09,Ideal,I,SI,8.13,8.09
1115,0.41,Ideal,F,VVS,4.76,4.81
1175,0.55,Good,H,SI,5.18,5.23
844,0.3,Ideal,E,VS,4.32,4.28
8810,1.52,Premium,E,SI,7.2,7.13
1892,0.54,Ideal,D,VS,5.19,5.29
1551,0.55,Premium,E,SI,5.25,5.28
3977,0.97,Very Good,F,SI,6.41,6.47
813,0.31,Good,E,IF,4.22,4.28
675,0.3,Premium,G,VS,4.34,4.3
7421,1.36,Premium,E,SI,7.2,7.09
526,0.3,Good,G,VS,4.25,4.28
828,0.32,Ideal,F,VS,4.43,4.4
4514,1,Premium,H,VS,6.53,6.51
1068,0.51,Very Good,I,SI,5.05,5.12
1847,0.54,Ideal,G,VS,5.28,5.25
1153,0.41,Premium,E,VS,4.84,4.81
765,0.34,Very Good,G,VS,4.47,4.43
15011,1.69,Ideal,D,SI,7.69,7.71
14112,1.51,Very Good,D,VS,7.29,7.34
2791,0.87,Very Good,I,SI,6.07,6.1
13267,2.02,Premium,F,SI,8.09,8.05
2282,0.77,Premium,F,SI,5.9,5.85
1641,0.57,Very Good,G,VS,5.3,5.25
5221,1.11,Good,I,VVS,6.73,6.62
781,0.33,Ideal,D,VS,4.39,4.43
363,0.31,Good,J,SI,4.3,4.33
666,0.33,Premium,G,VS,4.42,4.46
475,0.3,Ideal,F,SI,4.28,4.3
2274,0.75,Very Good,F,SI,5.88,5.95
2123,0.71,Very Good,D,SI,5.79,5.84
552,0.27,Very Good,E,VVS,4.15,4.17
945,0.45,Premium,F,VS,4.93,4.87
1107,0.41,Premium,F,VS,4.73,4.69
3035,0.72,Very Good,E,VS,5.66,5.69
4586,1,Premium,F,SI,6.38,6.35
10668,1.5,Premium,H,VS,7.34,7.31
1130,0.48,Good,G,VS,5.06,5.11
811,0.37,Ideal,E,VS,4.55,4.6
877,0.4,Premium,H,VVS,4.75,4.79
2441,0.71,Premium,E,SI,5.87,5.84
1265,0.59,Ideal,F,SI,5.41,5.44
505,0.23,Ideal,F,VVS,3.94,3.95
3357,0.82,Ideal,D,SI,6.04,6
1033,0.34,Ideal,D,VS,4.53,4.5
4878,1.1,Very Good,I,VS,6.65,6.67
11602,1.28,Very Good,F,VVS,6.92,7.01
2117,0.56,Ideal,E,VS,5.33,5.28
2026,0.7,Good,E,SI,5.75,5.8
864,0.31,Ideal,E,VVS,4.38,4.39
707,0.31,Ideal,H,VVS,4.35,4.38
3234,1.05,Ideal,H,SI,6.59,6.55
5789,1.01,Very Good,F,SI,6.38,6.42
581,0.3,Very Good,H,VVS,4.27,4.34
1368,0.61,Ideal,E,SI,5.46,5.48
1009,0.39,Very Good,G,VS,4.67,4.63
5046,1.24,Very Good,I,SI,6.84,6.89
717,0.31,Ideal,H,VS,4.36,4.41
4724,1.02,Ideal,H,SI,6.56,6.55
842,0.4,Premium,I,VVS,4.76,4.79
12647,1.14,Very Good,E,IF,6.63,6.71
10065,1.09,Premium,G,IF,6.64,6.6
17213,2.14,Ideal,I,SI,8.21,8.26
7274,1.2,Premium,E,SI,6.86,6.8
7659,1.34,Ideal,H,SI,7.05,7.08
631,0.36,Ideal,E,SI,4.56,4.59
628,0.31,Very Good,H,VS,4.34,4.32
3208,0.7,Very Good,G,VVS,5.63,5.66
4039,1.02,Very Good,H,SI,6.41,6.53
1076,0.41,Ideal,F,VS,4.79,4.76
2960,0.64,Ideal,G,IF,5.52,5.56
956,0.51,Premium,J,SI,5.17,5.14
11323,1.26,Ideal,E,VS,6.97,6.93
6209,1,Premium,F,VS,6.42,6.34
1397,0.51,Ideal,H,VS,5.07,5.1
2162,0.51,Ideal,G,IF,5.17,5.19
614,0.35,Ideal,H,VS,4.54,4.56
5261,1.22,Ideal,I,SI,6.87,6.83
1902,0.51,Ideal,G,VVS,5.16,5.19
872,0.31,Ideal,E,VS,4.41,4.36
18059,2.2,Ideal,I,SI,8.41,8.37
719,0.39,Ideal,E,SI,4.69,4.72
3449,1.04,Very Good,I,SI,6.47,6.58
13287,1.52,Premium,G,VS,7.38,7.29
803,0.42,Premium,I,SI,4.8,4.76
523,0.31,Premium,I,SI,4.32,4.29
8584,1.24,Ideal,G,VS,6.89,6.92
8969,1.54,Premium,G,SI,7.42,7.35
2088,0.71,Ideal,D,SI,5.7,5.73
795,0.41,Premium,D,SI,4.8,4.78
9633,1.22,Ideal,F,VS,6.85,6.81
10725,1.5,Ideal,H,SI,7.38,7.4
4661,0.9,Ideal,D,SI,6.16,6.21
5338,0.7,Ideal,E,VVS,5.66,5.69
2001,0.73,Very Good,H,SI,5.77,5.8
912,0.4,Very Good,E,VS,4.73,4.74
1031,0.42,Ideal,G,VVS,4.77,4.8
12753,2.13,Premium,H,SI,8.26,8.19
1192,0.54,Ideal,G,SI,5.27,5.29
14245,1.85,Ideal,I,VVS,7.91,7.86
545,0.26,Very Good,G,VVS,4.1,4.13
5233,1.12,Premium,G,SI,6.78,6.83
2316,0.7,Very Good,I,VS,5.79,5.82
16657,2.21,Premium,F,SI,8.53,8.49
3357,0.77,Premium,F,VS,5.82,5.88
334,0.29,Premium,I,VS,4.2,4.23
1234,0.58,Ideal,E,SI,5.29,5.34
1859,0.51,Ideal,G,VVS,5.11,5.15
1223,0.5,Good,F,SI,5.07,5.11
840,0.31,Ideal,D,VVS,4.34,4.38
2868,0.79,Premium,E,SI,5.96,5.9
2368,0.71,Very Good,G,SI,5.65,5.68
2565,0.78,Very Good,E,SI,5.84,5.9
1356,0.41,Ideal,D,VVS,4.76,4.74
695,0.31,Ideal,F,VS,4.33,4.36
2563,0.72,Good,F,SI,5.67,5.62
1098,0.51,Very Good,E,SI,5.19,5.22
828,0.32,Premium,F,VS,4.44,4.41
9366,1.22,Ideal,H,VVS,6.83,6.87
587,0.39,Ideal,F,SI,4.68,4.71
1449,0.5,Ideal,G,VS,5.04,5.07
3880,0.82,Ideal,G,VS,5.99,6.03
691,0.43,Very Good,I,SI,4.86,4.89
593,0.31,Premium,D,SI,4.35,4.31
9188,1.24,Ideal,G,VS,6.87,6.84
3519,0.9,Very Good,F,SI,6.27,6.34
1819,0.5,Ideal,D,VS,5.09,5.05
4969,0.91,Premium,D,VS,6.23,6.19
408,0.31,Good,G,SI,4.31,4.33
1114,0.3,Premium,F,VVS,4.28,4.24
3256,0.91,Ideal,J,VS,6.18,6.22
8820,1.75,Premium,F,SI,7.97,7.92
1911,0.52,Ideal,G,VVS,5.18,5.2
449,0.32,Ideal,I,VS,4.37,4.4
8951,1.39,Very Good,H,VS,7.27,7.33
1689,0.52,Ideal,G,VS,5.14,5.16
642,0.28,Very Good,F,VVS,4.13,4.17
13587,2.01,Good,I,SI,7.94,7.85
802,0.31,Very Good,G,VS,4.33,4.29
2530,0.74,Premium,H,VS,5.88,5.92
10357,1.58,Ideal,J,VVS,7.48,7.5
1142,0.42,Ideal,F,VVS,4.79,4.81
3536,1,Good,J,SI,6.54,6.58
589,0.32,Good,D,SI,4.31,4.35
1824,0.4,Ideal,E,VVS,4.76,4.74
4712,1.02,Ideal,E,SI,6.5,6.53
742,0.43,Ideal,F,SI,4.88,4.91
3620,0.73,Premium,D,VS,5.86,5.9
1087,0.42,Premium,G,VS,4.8,4.76
1652,0.59,Very Good,E,SI,5.31,5.34
9067,1.52,Ideal,I,SI,7.38,7.45
916,0.43,Ideal,I,VVS,4.86,4.9
526,0.25,Very Good,E,VVS,4.08,4.11
3142,1,Fair,G,SI,6.21,6.12
5551,1.07,Ideal,G,SI,6.52,6.56
1286,0.5,Very Good,G,SI,5.1,5.06
2651,0.72,Very Good,E,SI,5.83,5.85
554,0.32,Ideal,I,SI,4.47,4.42
14033,1.2,Ideal,D,VVS,6.8,6.82
5055,1.02,Premium,D,SI,6.46,6.38
605,0.3,Ideal,G,VS,4.37,4.41
3763,0.91,Very Good,G,SI,6.2,6.14
10775,1.51,Premium,H,VS,7.32,7.26
1572,0.59,Ideal,D,SI,5.41,5.38
3564,0.72,Ideal,F,VS,5.72,5.74
972,0.32,Ideal,D,VS,4.46,4.42
4853,1.01,Fair,E,SI,6,5.94
2572,0.71,Premium,H,VS,5.87,5.83
1218,0.43,Ideal,I,VS,4.88,4.9
719,0.41,Premium,G,SI,4.71,4.73
3977,0.9,Very Good,F,SI,6.2,6.1
4471,1.06,Very Good,D,SI,6.57,6.63
700,0.38,Very Good,H,VS,4.68,4.7
1229,0.4,Ideal,G,IF,4.74,4.76
2671,0.7,Ideal,F,SI,5.74,5.78
4819,1.23,Ideal,F,SI,6.83,6.8
625,0.35,Ideal,D,SI,4.5,4.47
4764,1.03,Very Good,G,SI,6.43,6.38
6419,1.25,Ideal,I,VS,6.87,6.92
7587,1.15,Ideal,G,VS,6.74,6.76
3127,0.73,Ideal,G,VVS,5.81,5.75
1286,0.53,Very Good,I,VS,5.18,5.21
1750,0.51,Good,G,VVS,5.07,5.11
571,0.31,Good,D,SI,4.27,4.3
9225,1.3,Ideal,G,VS,7.04,7.01
6038,0.99,Ideal,F,SI,6.33,6.4
4228,0.92,Very Good,H,VS,6.17,6.2
10424,1.5,Very Good,H,VS,7.34,7.43
10096,1.49,Premium,H,SI,7.35,7.31
10577,1.1,Premium,E,VVS,6.76,6.69
8418,1.6,Ideal,J,SI,7.48,7.42
6140,1.29,Premium,I,SI,7.03,6.96
4540,1.02,Very Good,E,SI,6.31,6.4
9803,1.23,Very Good,G,VVS,6.77,6.82
3557,0.91,Ideal,G,SI,6.21,6.24
809,0.32,Ideal,F,VVS,4.37,4.42
7887,1.01,Ideal,F,VS,6.46,6.42
3610,0.75,Ideal,F,SI,5.87,5.9
2573,0.71,Very Good,E,SI,5.66,5.7
1134,0.55,Premium,E,SI,5.37,5.31
969,0.38,Ideal,F,VS,4.65,4.6
18423,2.03,Premium,G,SI,8.11,8.08
1011,0.49,Premium,H,SI,5.17,5.12
10329,1.1,Very Good,F,VVS,6.56,6.69
1838,0.59,Ideal,I,VVS,5.38,5.39
4626,1,Premium,D,SI,6.56,6.48
9463,1.01,Ideal,F,VVS,6.36,6.4
7345,1.59,Very Good,I,SI,7.46,7.5
13724,1.56,Ideal,G,SI,7.51,7.55
3415,1.07,Good,F,I,6.42,6.37
8959,1.1,Ideal,D,VS,6.58,6.61
18281,1.62,Ideal,F,VS,7.52,7.58
3744,0.92,Good,E,SI,6.11,6.19
888,0.45,Ideal,H,VS,4.92,4.95
2548,0.72,Ideal,H,VS,5.76,5.82
6439,1.23,Ideal,H,SI,6.96,6.92
1861,0.61,Very Good,G,VS,5.44,5.47
8419,2.68,Premium,G,I,9.11,9.07
16506,2.05,Premium,G,SI,8.3,8.2
14031,1.59,Ideal,H,VS,7.49,7.53
1044,0.41,Ideal,F,VVS,4.77,4.81
5627,1.06,Very Good,H,VS,6.57,6.49
2567,0.58,Ideal,F,VVS,5.32,5.36
2680,0.71,Ideal,E,SI,5.69,5.72
5749,1.01,Premium,E,SI,6.47,6.44
15092,2.2,Ideal,I,VS,8.41,8.37
1124,0.37,Ideal,D,VS,4.64,4.6
2596,0.73,Ideal,I,VS,5.79,5.83
4404,1.51,Premium,H,I,7.38,7.26
6084,1.25,Ideal,J,VVS,6.94,6.91
981,0.41,Good,E,VS,4.66,4.63
3218,0.77,Ideal,E,SI,5.91,5.87
3555,0.92,Premium,G,SI,6.36,6.34
789,0.3,Very Good,G,VVS,4.22,4.27
2333,0.96,Good,I,I,6.34,6.26
8943,1.53,Ideal,J,VS,7.34,7.38
16904,2.26,Ideal,I,SI,8.43,8.37
680,0.31,Premium,E,VS,4.31,4.33
2693,0.9,Very Good,J,SI,6.15,6.18
3713,1,Very Good,G,SI,6.33,6.23
895,0.3,Premium,E,VVS,4.35,4.38
1196,0.6,Premium,D,SI,5.43,5.35
503,0.3,Ideal,H,VS,4.31,4.34
2742,0.71,Ideal,H,VVS,5.67,5.7
1404,0.54,Very Good,F,SI,5.28,5.39
18426,2,Premium,E,SI,8.12,8.05
7817,1.41,Premium,F,SI,7.21,7.15
1089,0.44,Premium,D,SI,4.85,4.82
932,0.41,Very Good,G,VVS,4.8,4.82
4438,1.19,Premium,I,SI,6.87,6.83
8465,1.23,Ideal,G,VS,6.89,6.86
568,0.36,Premium,H,VS,4.58,4.62
8481,1.08,Ideal,D,VS,6.54,6.57
13812,2.18,Very Good,J,SI,8.21,8.25
10086,1.74,Very Good,H,SI,7.65,7.78
1261,0.4,Ideal,F,IF,4.74,4.8
1624,0.5,Very Good,E,VS,5.09,5.13
2189,0.58,Very Good,F,VVS,5.37,5.27
2121,0.7,Good,F,SI,5.56,5.67
956,0.3,Premium,G,IF,4.32,4.29
2484,0.7,Ideal,H,VS,5.66,5.72
1417,0.56,Ideal,G,SI,5.34,5.37
4328,1.03,Premium,E,SI,6.49,6.45
3497,0.74,Ideal,E,SI,5.85,5.89
1546,0.51,Ideal,E,SI,5.12,5.07
4289,0.71,Good,D,VS,5.7,5.75
1845,0.5,Ideal,D,VS,5.08,5.05
1377,0.39,Ideal,F,IF,4.72,4.75
731,0.43,Very Good,J,VS,4.86,4.9
1940,0.7,Ideal,J,VS,5.71,5.65
3192,0.76,Premium,E,VS,6.01,5.97
552,0.3,Ideal,D,SI,4.31,4.35
2660,0.61,Ideal,F,VVS,5.44,5.49
1749,0.7,Fair,I,SI,5.6,5.56
880,0.34,Ideal,F,VS,4.48,4.46
18259,2.01,Ideal,G,SI,8.13,8.1
10311,1.4,Ideal,G,VS,7.2,7.25
596,0.4,Ideal,H,SI,4.71,4.73
6479,1.02,Very Good,F,VS,6.47,6.5
1895,0.51,Very Good,G,VVS,5.07,5.04
2149,0.71,Fair,F,SI,5.84,5.87
1343,0.51,Premium,E,SI,5.11,5.15
3307,0.53,Very Good,D,VVS,5.21,5.26
683,0.41,Ideal,E,SI,4.81,4.85
563,0.29,Very Good,F,VVS,4.26,4.3
874,0.31,Ideal,F,IF,4.3,4.34
17053,2.32,Premium,J,VS,8.48,8.4
446,0.31,Very Good,H,SI,4.33,4.4
13500,2.09,Very Good,I,SI,8.04,8.12
1806,0.5,Premium,G,VVS,5.1,5.07
1609,0.55,Very Good,F,VS,5.19,5.23
610,0.33,Ideal,H,VS,4.39,4.42
1179,0.42,Ideal,G,VVS,4.82,4.87
7788,1.06,Ideal,E,VS,6.59,6.51
2241,0.72,Ideal,F,SI,5.72,5.75
7751,1.13,Premium,D,VS,6.7,6.65
449,0.32,Ideal,I,VS,4.44,4.45
628,0.38,Ideal,E,SI,4.64,4.69
8446,1.21,Premium,H,IF,6.83,6.8
758,0.32,Ideal,D,VS,4.39,4.43
2277,0.72,Good,H,SI,5.63,5.68
12683,2.01,Very Good,J,VS,7.88,8
7485,1.07,Ideal,G,VS,6.56,6.59
5974,1.03,Ideal,F,SI,6.47,6.5
432,0.3,Good,H,SI,4.27,4.29
1792,0.55,Ideal,G,VS,5.28,5.25
1322,0.53,Very Good,F,SI,5.16,5.22
1682,0.5,Very Good,D,VS,5.07,5.12
873,0.3,Ideal,F,IF,4.37,4.46
10832,1.59,Ideal,H,SI,7.53,7.59
17659,1.52,Ideal,D,VS,7.4,7.46
1815,0.57,Ideal,G,VS,5.38,5.41
1769,0.53,Ideal,G,VS,5.15,5.2
7523,1.05,Ideal,G,VS,6.54,6.59
965,0.33,Ideal,H,VVS,4.48,4.46
802,0.31,Ideal,H,VVS,4.37,4.32
658,0.3,Ideal,E,VS,4.3,4.34
445,0.34,Good,E,SI,4.46,4.51
2293,0.7,Very Good,G,SI,5.64,5.7
526,0.3,Good,E,SI,4.21,4.27
596,0.28,Very Good,E,VVS,4.18,4.22
11194,1.74,Ideal,J,VS,7.85,7.79
2177,0.57,Ideal,E,VS,5.31,5.34
658,0.3,Ideal,E,VS,4.3,4.34
895,0.3,Premium,G,IF,4.29,4.32
687,0.4,Good,E,SI,4.66,4.69
7826,1.05,Good,E,VS,6.45,6.49
3461,1.03,Ideal,F,SI,6.44,6.4
789,0.31,Ideal,G,VVS,4.35,4.37
7729,1.22,Premium,G,VS,6.81,6.91
7809,1.56,Ideal,J,VS,7.39,7.46
1721,0.53,Ideal,E,VS,5.24,5.3
799,0.27,Ideal,D,VVS,4.18,4.15
1153,0.41,Premium,E,VS,4.75,4.73
499,0.3,Ideal,E,SI,4.27,4.29
1268,0.53,Ideal,F,SI,5.18,5.21
5450,0.9,Ideal,E,SI,6.18,6.2
5113,1,Very Good,E,SI,6.28,6.32
1332,0.5,Ideal,D,SI,5.1,5.06
4770,1.21,Premium,J,SI,6.89,6.86
470,0.27,Very Good,E,VS,4.07,4.11
763,0.3,Good,E,VVS,4.45,4.48
4200,1.04,Very Good,G,SI,6.52,6.58
10479,1.63,Premium,I,VS,7.62,7.59
675,0.3,Good,G,VS,4.28,4.27
1276,0.58,Ideal,G,SI,5.38,5.42
8396,1.51,Ideal,I,SI,7.52,7.46
10291,1.5,Good,H,VS,7.22,7.27
674,0.41,Ideal,J,VS,4.75,4.79
4517,1.06,Good,J,VS,6.43,6.51
2590,0.72,Ideal,E,SI,5.76,5.72
3724,0.9,Very Good,F,SI,6.14,6.2
4911,1.13,Ideal,H,SI,6.68,6.72
972,0.46,Fair,I,VS,4.85,4.82
13610,2.01,Premium,F,SI,8.26,8.24
1244,0.52,Very Good,F,SI,5.28,5.3
2756,0.73,Ideal,I,VS,5.82,5.84
1641,0.52,Very Good,E,VS,5.07,5.12
489,0.3,Ideal,J,IF,4.32,4.33
12253,1.2,Very Good,E,VVS,6.98,6.96
522,0.35,Premium,G,SI,4.57,4.59
1613,0.54,Ideal,E,VS,5.24,5.26
2954,0.72,Ideal,D,SI,5.75,5.78
923,0.41,Premium,G,SI,4.8,4.77
990,0.46,Ideal,G,SI,4.97,4.99
900,0.32,Ideal,E,VS,4.41,4.38
2777,0.7,Premium,E,SI,5.77,5.74
4967,1.1,Good,I,VS,6.61,6.45
896,0.4,Ideal,H,SI,4.75,4.77
801,0.33,Very Good,F,VVS,4.44,4.46
4336,0.74,Good,F,VVS,6.03,6.06
6494,1.18,Ideal,I,VVS,6.99,6.92
630,0.35,Premium,E,SI,4.56,4.52
485,0.24,Very Good,E,VVS,3.95,3.99
4497,1.01,Premium,F,SI,6.45,6.4
709,0.39,Very Good,G,SI,4.65,4.7
1147,0.58,Very Good,J,VS,5.41,5.44
9176,1.58,Ideal,I,SI,7.45,7.51
734,0.31,Ideal,D,VS,4.34,4.36
558,0.31,Ideal,E,SI,4.44,4.41
9424,1.53,Premium,J,IF,7.41,7.45
473,0.3,Ideal,I,VS,4.31,4.36
666,0.33,Ideal,F,VS,4.44,4.46
1129,0.43,Ideal,I,IF,4.85,4.83
2266,0.71,Very Good,G,SI,5.66,5.71
2384,0.7,Fair,G,VS,5.57,5.5
622,0.4,Good,D,SI,4.68,4.71
1105,0.42,Very Good,E,VS,4.81,4.85
1123,0.4,Ideal,G,VVS,4.75,4.76
15238,2.2,Premium,I,SI,8.22,8.19
5516,1.06,Ideal,I,VS,6.61,6.66
11113,1.75,Ideal,F,SI,7.71,7.59
772,0.44,Premium,G,SI,4.82,4.87
811,0.37,Ideal,E,VS,4.59,4.62
912,0.41,Very Good,D,VS,4.78,4.82
3977,1,Premium,F,SI,6.35,6.31
5669,1.06,Ideal,H,VS,6.63,6.6
14507,1.51,Premium,G,VS,7.28,7.19
4672,1.01,Premium,D,SI,6.67,6.63
5058,1,Premium,F,SI,6.49,6.55
8413,1.06,Ideal,E,VS,6.49,6.52
2842,0.7,Premium,F,VS,5.8,5.72
2400,0.58,Very Good,D,VVS,5.28,5.35
4190,1.04,Very Good,I,SI,6.35,6.38
1117,0.38,Premium,D,VS,4.74,4.71
4368,1.2,Ideal,H,SI,6.9,6.81
689,0.34,Very Good,H,VS,4.5,4.46
621,0.3,Ideal,F,VS,4.32,4.36
1940,0.49,Premium,D,VVS,5.26,5.14
612,0.41,Ideal,F,SI,4.78,4.8
3803,0.9,Premium,F,SI,6.31,6.26
421,0.3,Very Good,E,SI,4.25,4.29
622,0.3,Very Good,E,VVS,4.37,4.43
2215,0.71,Good,D,SI,5.64,5.59
589,0.34,Ideal,I,SI,4.49,4.45
4237,1.07,Very Good,I,SI,6.55,6.6
1614,0.61,Premium,D,SI,5.37,5.34
475,0.3,Ideal,F,SI,4.3,4.34
18068,2.29,Very Good,I,SI,8.44,8.51
769,0.26,Ideal,D,VVS,4.15,4.12
3721,0.77,Ideal,D,VS,5.84,5.9
7059,1.14,Ideal,H,VS,6.71,6.72
3997,0.9,Premium,D,SI,6.1,6.06
4537,1.1,Very Good,I,SI,6.54,6.59
1849,0.5,Very Good,F,VS,5.05,5.14
6708,1.1,Very Good,F,VS,6.56,6.6
2381,0.7,Ideal,F,VS,5.72,5.69
413,0.3,Ideal,J,VVS,4.3,4.34
891,0.31,Ideal,G,IF,4.38,4.4
568,0.3,Good,E,VS,4.26,4.29
844,0.3,Ideal,G,IF,4.28,4.31
726,0.44,Ideal,J,VVS,4.88,4.91
842,0.4,Ideal,F,VS,4.68,4.74
3990,0.93,Ideal,E,SI,6.27,6.29
5241,1.03,Ideal,G,SI,6.58,6.54
1174,0.34,Ideal,F,VVS,4.5,4.53
3345,0.77,Ideal,D,SI,5.86,5.91
720,0.4,Good,D,SI,4.69,4.73
2116,0.55,Ideal,G,VVS,5.24,5.27
1877,0.61,Very Good,H,VVS,5.4,5.42
653,0.38,Ideal,E,SI,4.64,4.67
1002,0.33,Premium,D,VS,4.5,4.46
14208,2,Fair,G,SI,7.75,7.7
9155,1.53,Premium,J,VVS,7.37,7.4
631,0.33,Premium,D,SI,4.42,4.41
10659,1.53,Premium,H,SI,7.45,7.4
760,0.27,Ideal,F,IF,4.16,4.2
12968,1.52,Very Good,G,VS,7.27,7.32
4536,1.08,Ideal,H,SI,6.68,6.63
2515,0.7,Ideal,G,VS,5.77,5.7
5461,1.21,Premium,H,VS,6.82,6.78
3271,0.67,Ideal,G,IF,5.61,5.65
530,0.23,Very Good,E,VVS,3.93,3.98
807,0.35,Ideal,G,VS,4.55,4.58
4739,0.91,Premium,E,VS,6.2,6.18
6272,1.6,Fair,F,SI,7.35,7.26
1821,0.61,Good,H,VVS,5.44,5.48
530,0.23,Very Good,F,VVS,3.94,3.97
1430,0.49,Good,F,VS,5.17,5.21
6028,1,Good,G,VS,6.34,6.28
1427,0.52,Good,F,SI,4.92,4.98
561,0.32,Very Good,E,SI,4.34,4.39
2923,0.7,Very Good,E,SI,5.63,5.69
17760,2,Premium,E,SI,8.14,8.06
3160,0.9,Very Good,H,SI,6.23,6.27
9738,1.24,Premium,D,VS,7.03,7.09
599,0.36,Ideal,H,VS,4.58,4.63
6666,1.2,Ideal,H,VS,6.86,6.81
6019,1.2,Very Good,H,SI,6.78,6.91
1944,0.54,Premium,H,VVS,5.25,5.2
899,0.41,Very Good,G,VS,4.76,4.8
3680,0.76,Ideal,F,VS,5.83,5.87
8796,1.1,Premium,D,VS,6.81,6.77
2618,0.72,Very Good,E,SI,5.68,5.72
4284,0.9,Ideal,F,SI,6.25,6.2
5171,1.08,Premium,H,SI,6.56,6.53
1143,0.54,Premium,J,VS,5.22,5.16
2861,0.66,Premium,D,VS,5.67,5.57
11530,1.2,Ideal,G,VVS,6.86,6.91
2765,0.63,Premium,E,VVS,5.52,5.55
12152,1.5,Very Good,H,VS,7.39,7.42
3234,0.7,Premium,G,VVS,5.68,5.62
5096,1,Premium,H,VS,6.44,6.38
2663,0.76,Very Good,H,SI,5.88,5.91
2717,0.7,Premium,H,VVS,5.83,5.78
2012,0.78,Ideal,H,SI,5.89,5.85
1709,0.54,Ideal,H,VS,5.21,5.25
8541,1.51,Very Good,H,SI,7.31,7.22
557,0.33,Premium,G,SI,4.42,4.4
3374,0.72,Very Good,E,VVS,5.87,5.83
1974,0.51,Very Good,G,VVS,5.11,5.07
4258,0.9,Very Good,H,VS,6.1,6.14
7835,1.59,Very Good,I,SI,7.51,7.56
4096,1.06,Premium,I,SI,6.6,6.56
601,0.35,Good,D,SI,4.5,4.53
561,0.32,Very Good,H,VS,4.37,4.41
4559,1.01,Ideal,H,SI,6.42,6.47
18028,2.26,Very Good,D,SI,8.47,8.38
625,0.31,Very Good,G,VS,4.3,4.32
3668,0.78,Very Good,D,VS,5.85,5.91
3810,1.04,Very Good,J,SI,6.37,6.42
2406,0.62,Ideal,F,VS,5.46,5.5
857,0.3,Ideal,F,VVS,4.3,4.34
18007,2.25,Premium,D,SI,8.54,8.48
1111,0.52,Premium,F,SI,5.12,5.16
3828,0.93,Ideal,F,SI,6.37,6.33
3310,0.73,Ideal,E,VS,5.79,5.82
487,0.28,Very Good,E,VS,4.11,4.15
15806,1.28,Premium,E,IF,7.1,7.07
475,0.3,Ideal,F,SI,4.3,4.32
6546,1.26,Very Good,H,SI,6.97,7
2123,0.52,Ideal,F,VS,5.19,5.22
2111,0.7,Ideal,I,VS,5.7,5.75
2036,1.01,Fair,E,I,6.31,6.22
4805,1,Good,G,VS,6.38,6.31
3112,0.71,Very Good,E,VS,5.78,5.82
2823,0.71,Ideal,E,SI,5.77,5.73
14256,1.5,Very Good,E,VS,7.32,7.41
1345,0.56,Premium,G,SI,5.28,5.26
2381,0.71,Premium,F,SI,5.69,5.62
505,0.32,Good,I,VS,4.38,4.42
605,0.3,Very Good,F,VS,4.24,4.29
361,0.27,Ideal,G,SI,4.14,4.18
5080,0.9,Ideal,G,VS,6.18,6.13
6030,1.25,Ideal,H,SI,6.89,6.94
491,0.35,Premium,E,SI,4.52,4.56
6250,1.22,Good,H,SI,6.84,6.77
13873,1.61,Ideal,H,VS,7.48,7.52
425,0.23,Good,D,VVS,3.91,3.95
523,0.31,Very Good,G,SI,4.34,4.29
533,0.32,Ideal,J,IF,4.4,4.44
9818,1.55,Very Good,H,SI,7.41,7.47
2771,0.73,Very Good,F,SI,5.79,5.82
2344,0.62,Ideal,F,VS,5.46,5.19
485,0.24,Very Good,D,VVS,4.02,4.04
6210,1,Fair,F,VS,6.24,6.33
2040,0.63,Ideal,H,VS,5.5,5.55
622,0.4,Good,D,SI,4.65,4.67
5326,1.14,Premium,G,SI,6.64,6.7
9659,1.54,Premium,I,VS,7.61,7.53
6127,1.19,Very Good,G,SI,6.71,6.77
1698,0.56,Ideal,I,VVS,5.29,5.26
1676,0.5,Ideal,E,VS,5.08,5.04
1813,0.54,Very Good,F,VS,5.24,5.25
